36183, 21502, 10, 1
40887, 21713, 10, 2
46283, 22795, 10, 3
43344, 20928, 10, 4
37207, 21566, 10, 5
28071, 17687, 10, 6
37181, 19802, 10, 7
24944, 17096, 10, 8
32607, 18638, 10, 9
29491, 18671, 10, 10
24411, 17624, 10, 11
42348, 21480, 10, 12
31463, 18912, 10, 13
37054, 20609, 10, 14
45730, 22382, 10, 15
31907, 18298, 10, 16
28738, 17786, 10, 17
45397, 21440, 10, 18
27173, 18396, 10, 19
30603, 19082, 10, 20
24599, 17640, 10, 21
37212, 18999, 10, 22
27177, 17981, 10, 23
33622, 19497, 10, 24
42407, 22211, 10, 25
30169, 18825, 10, 26
36645, 19237, 10, 27
39693, 21288, 10, 28
38977, 21211, 10, 29
29530, 18659, 10, 30
24081, 17306, 10, 31
37724, 19810, 10, 32
31964, 18671, 10, 33
39848, 20275, 10, 34
32399, 18572, 10, 35
18842, 16325, 10, 36
36513, 20034, 10, 37
30958, 18770, 10, 38
33434, 19071, 10, 39
39931, 21308, 10, 40
31407, 18490, 10, 41
36851, 19919, 10, 42
55528, 24480, 10, 43
36357, 19805, 10, 44
31403, 18922, 10, 45
36358, 19839, 10, 46
38099, 20407, 10, 47
44129, 22512, 10, 48
26245, 18794, 10, 49
40699, 21678, 10, 50
