0, 0, 0, 0, 0, 0, 0
3111, 6586, 110922.322059713, 1109.22322059713, 91.893037069589, 1, 25.7722092074156
5395, 9408, 196856.620236073, 1968.56620236073, 95.1756146410853, 2, 45.8624696684256
8343, 11667, 310448.545613974, 3104.48545613974, 97.6983118849994, 3, 91.8101179041341
15245, 15584, 579007.452490777, 5790.07452490777, 98.3366337225589, 4, 144.415349677205
16414, 15898, 625181.015587348, 6251.81015587349, 98.8289890602973, 5, 194.679959922135
17618, 16195, 672761.958153751, 6727.61958153751, 98.8109688429158, 6, 207.42339546442
18229, 16346, 696904.935563896, 6969.04935563896, 98.7774139740313, 7, 206.78078594625
18750, 16465, 717508.967464097, 7175.08967464097, 98.8106877645105, 8, 221.335750229359
26673, 18108, 1031133.44168886, 10311.3344168886, 99.1144272844485, 9, 290.152816820145
36357, 19805, 1415114.12566327, 14151.1412566327, 99.2812159350142, 10, 370.20488866508
0, 0, 0, 0, 0, 0, 0
3638, 7594, 130323.460063409, 1303.23460063409, 92.0580518821998, 1, 18.6720817138627
7232, 11301, 266949.3190642, 2669.493190642, 95.9682210524384, 2, 54.5959854921699
8514, 12062, 316805.004323736, 3168.05004323736, 97.3939920872081, 3, 80.5151150203124
16345, 15625, 623403.262462884, 6234.03262462884, 97.7744793694465, 4, 117.097978208289
19986, 16651, 767119.885759093, 7671.19885759093, 98.6358711607754, 5, 212.449928100854
21656, 16999, 833180.256336842, 8331.80256336842, 99.1425303845481, 6, 265.21443797946
23339, 17358, 899757.264994632, 8997.57264994633, 99.0531399789452, 7, 253.795130190849
25172, 17711, 972395.657071259, 9723.95657071259, 99.1959990892174, 8, 293.593306565285
25712, 17813, 993803.305426802, 9938.03305426802, 98.9518413821243, 9, 294.167548234761
31403, 18922, 1219184.98128888, 12191.8498128888, 99.4066287552923, 10, 325.026694907099
0, 0, 0, 0, 0, 0, 0
4341, 8907, 155637.756575525, 1556.37756575525, 93.9182397157326, 1, 31.5643295401335
6769, 11198, 248400.422980785, 2484.00422980785, 96.8698628832026, 2, 69.8465447869897
10024, 13042, 375094.625361815, 3750.94625361815, 97.7633192064241, 3, 101.792663416564
15389, 15236, 585410.107760113, 5854.10107760113, 98.8596575649453, 4, 172.100111089945
19287, 16424, 739074.297175307, 7390.74297175307, 98.8486912803728, 5, 212.351232966781
21072, 16859, 809642.897680752, 8096.42897680752, 98.5266877115891, 6, 243.085293964222
21573, 16955, 829452.431688208, 8294.52431688208, 99.154225566871, 7, 260.044798369408
24478, 17555, 944508.124062028, 9445.08124062028, 99.0072320430354, 8, 264.473516999632
35855, 19775, 1395124.72989389, 13951.2472989389, 99.4841922211635, 9, 371.268018453121
36358, 19839, 1415112.72074734, 14151.1272074734, 99.2340897453578, 10, 348.589076898098
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
4065, 7981, 146262.322066017, 1462.62322066016, 93.4718893936276, 1, 26.1072722344473
7313, 11026, 270261.12891927, 2702.6112891927, 96.5928125485402, 2, 61.5607442989945
9655, 12595, 360987.632789183, 3609.87632789183, 97.8081601721051, 3, 94.3043246082216
12786, 14144, 483316.121369649, 4833.16121369649, 97.8240446730706, 4, 125.288344848156
17925, 16270, 684845.769623842, 6848.45769623842, 98.8442528466885, 5, 181.180463716984
22446, 17342, 863578.406893045, 8635.78406893045, 99.0051377278196, 6, 222.308109742738
24981, 17876, 963866.148231238, 9638.66148231238, 98.6645213877782, 7, 247.910632356405
25913, 18137, 1000642.93779356, 10006.4293779356, 98.9041765019301, 8, 205.480401968956
32733, 19481, 1270776.31184934, 12707.7631184934, 98.7306245177988, 9, 252.029740812778
38099, 20407, 1483470.13624007, 14834.7013624007, 98.7884334669634, 10, 292.15043955192
0, 0, 0, 0, 0, 0, 0
4471, 8656, 161197.291601434, 1611.97291601434, 93.989507707171, 1, 33.8131265617907
7524, 11676, 277504.853594791, 2775.04853594791, 96.0565856357666, 2, 64.8045316878334
11493, 13775, 432336.810803246, 4323.36810803246, 97.9865951541442, 3, 128.17981996417
15202, 15425, 577574.801976174, 5775.74801976174, 98.4126646311579, 4, 133.547514214516
18097, 16300, 691695.1380217, 6916.951380217, 98.6522434931248, 5, 188.609342502952
26735, 18647, 1032582.90129852, 10325.8290129852, 98.6501864522324, 6, 193.287930508032
27240, 18803, 1052496.78837632, 10524.9678837632, 98.6227589984246, 7, 217.959882254452
39026, 21684, 1517608.16426461, 15176.0816426461, 99.0787944099684, 8, 299.799509306327
43616, 22398, 1699743.32778743, 16997.4332778743, 99.0533622907096, 9, 395.720512242913
44129, 22512, 1720017.50850122, 17200.1750850122, 99.0650915714323, 10, 349.483275581598
0, 0, 0, 0, 0, 0, 0
4254, 8806, 152607.392214302, 1526.07392214302, 93.9013481250777, 1, 36.6060241620615
7795, 12117, 287959.06962654, 2879.5906962654, 96.5801724930479, 2, 71.9232795377076
10859, 13884, 407205.576155871, 4072.05576155871, 97.7176527603347, 3, 112.339934189469
13410, 15039, 506998.583833516, 5069.98583833516, 98.2009855226797, 4, 123.475998141915
19731, 17304, 755503.57434503, 7555.0357434503, 98.5455842527008, 5, 190.200371391773
23641, 18146, 910265.255007576, 9102.65255007576, 99.2220615923416, 6, 310.018073767424
24713, 18408, 952626.126551986, 9526.26126551986, 98.7359017954768, 7, 241.764310860634
25226, 18512, 972929.604569174, 9729.29604569174, 99.1350654501475, 8, 294.825029621869
25730, 18671, 992815.031527262, 9928.15031527262, 98.8343743054193, 9, 242.109978548884
